Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log,weekday,is_holiday,duration_hours,duration_minutes,total_duration_mins,flight_type,Source_freq,Destination_freq,Airline_mean_price,Source_mean_price,total_duration_mins,journey_month,total_duration_mins^2,total_duration_mins journey_month,journey_month^2
air asia,2019-05-12,banglore,delhi,BLR → DEL,11:10:00,13:55,2h 45m,non-stop,No info,3383,12,5,6,1,2,11,Morning,3383,8.126813720726114,6,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,5590.260188087775,8017.464269458353,165.0,5.0,27225.0,825.0,25.0
air india,2019-06-24,delhi,cochin,DEL → GOI → BOM → COK,22:00:00,19:15 25 Jun,21h 15m,2 stops,No info,9181,24,6,0,0,2,22,Night,9181,9.125000324809168,0,0,21.0,15.0,1275.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1275.0,6.0,1625625.0,7650.0,36.0
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,18:55:00,11:25 13 Mar,16h 30m,1 stop,In-flight meal not included,11087,12,3,1,0,1,18,Evening,11087,9.313618721429684,1,0,16.0,30.0,990.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,990.0,3.0,980100.0,2970.0,9.0
jet airways,2019-04-18,banglore,delhi,BLR → DEL,07:10:00,10:10,3h,non-stop,No info,7229,18,4,3,0,2,7,Morning,7229,8.88599431515281,3,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,4.0,32400.0,720.0,16.0
multiple carriers,2019-03-09,delhi,cochin,DEL → BOM → COK,04:45:00,19:15,14h 30m,1 stop,No info,11249,9,3,5,1,1,4,Late Night,11249,9.328123407632566,5,0,14.0,30.0,870.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,870.0,3.0,756900.0,2610.0,9.0
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,07:00:00,23:00,16h,1 stop,No info,16736,6,3,2,0,1,7,Morning,16736,9.725377116513638,2,0,16.0,0.0,960.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,960.0,3.0,921600.0,2880.0,9.0
jet airways,2019-06-24,delhi,cochin,DEL → BOM → COK,17:30:00,04:25 25 Jun,10h 55m,1 stop,In-flight meal not included,10262,24,6,0,0,2,17,Evening,10262,9.236300473645716,0,0,10.0,55.0,655.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,655.0,6.0,429025.0,3930.0,36.0
jet airways,2019-06-01,delhi,cochin,DEL → BOM → COK,14:00:00,19:00,5h,1 stop,In-flight meal not included,10262,1,6,5,1,2,14,Afternoon,10262,9.236300473645716,5,0,5.0,0.0,300.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,300.0,6.0,90000.0,1800.0,36.0
jet airways,2019-05-15,mumbai,hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,non-stop,No info,5678,15,5,2,0,2,2,Late Night,5678,8.644530439877432,2,0,1.0,25.0,85.0,Short,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,85.0,5.0,7225.0,425.0,25.0
multiple carriers,2019-03-21,delhi,cochin,DEL → BOM → COK,09:00:00,15:30,6h 30m,1 stop,No info,8307,21,3,3,0,1,9,Morning,8307,9.024974184996005,3,0,6.0,30.0,390.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,390.0,3.0,152100.0,1170.0,9.0
air india,2019-05-18,delhi,cochin,DEL → MAA → COK,17:20:00,09:25 19 May,16h 5m,1 stop,No info,7690,18,5,5,1,2,17,Evening,7690,8.947806093057054,5,0,16.0,5.0,965.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,965.0,5.0,931225.0,4825.0,25.0
jet airways,2019-05-18,delhi,cochin,DEL → AMD → BOM → COK,13:25:00,12:35 19 May,23h 10m,2 stops,No info,16704,18,5,5,1,2,13,Afternoon,16704,9.723463354790857,5,0,23.0,10.0,1390.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1390.0,5.0,1932100.0,6950.0,25.0
air india,2019-03-09,delhi,cochin,DEL → BOM → COK,04:00:00,07:40 10 Mar,27h 40m,1 stop,No info,10315,9,3,5,1,1,4,Late Night,10315,9.241451367001236,5,0,27.0,40.0,1660.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1660.0,3.0,2755600.0,4980.0,9.0
jet airways,2019-05-27,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,12:35 28 May,26h 55m,2 stops,No info,15129,27,5,0,0,2,9,Morning,15129,9.624434806782402,0,0,26.0,55.0,1615.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1615.0,5.0,2608225.0,8075.0,25.0
air india,2019-03-24,kolkata,banglore,CCU → DEL → BLR,07:00:00,08:55 25 Mar,25h 55m,1 stop,No info,12173,24,3,6,1,1,7,Morning,12173,9.40705780905387,6,0,25.0,55.0,1555.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1555.0,3.0,2418025.0,4665.0,9.0
air india,2019-04-03,kolkata,banglore,CCU → HYD → BLR,19:00:00,11:05 04 Apr,16h 5m,1 stop,No info,4227,3,4,2,0,2,19,Evening,4227,8.349484346990128,2,0,16.0,5.0,965.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,965.0,4.0,931225.0,3860.0,16.0
indigo,2019-06-12,banglore,delhi,BLR → DEL,06:05:00,08:50,2h 45m,non-stop,No info,3943,12,6,2,0,2,6,Morning,3943,8.279950715722526,2,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,165.0,6.0,27225.0,990.0,36.0
jet airways,2019-06-01,banglore,delhi,BLR → DEL,11:10:00,14:05,2h 55m,non-stop,In-flight meal not included,7229,1,6,5,1,2,11,Morning,7229,8.88599431515281,5,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,175.0,6.0,30625.0,1050.0,36.0
vistara,2019-05-15,kolkata,banglore,CCU → DEL → BLR,07:10:00,20:20,13h 10m,1 stop,No info,8610,15,5,2,0,2,7,Morning,8610,9.060795734696166,2,0,13.0,10.0,790.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,790.0,5.0,624100.0,3950.0,25.0
indigo,2019-03-09,banglore,new delhi,BLR → DEL,07:10:00,10:05,2h 55m,non-stop,No info,7303,9,3,5,1,1,7,Morning,7303,8.896177422274805,5,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.0872495787305748,5673.68290306868,8017.464269458353,175.0,3.0,30625.0,525.0,9.0
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,18:40:00,07:40 16 Mar,13h,1 stop,In-flight meal not included,10972,18,3,0,0,1,18,Evening,10972,9.3031929889908,0,0,13.0,0.0,780.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,780.0,3.0,608400.0,2340.0,9.0
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,10:20:00,21:00,10h 40m,1 stop,No info,7670,18,5,5,1,2,10,Morning,7670,8.945202263959297,5,0,10.0,40.0,640.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,640.0,5.0,409600.0,3200.0,25.0
air india,2019-05-15,delhi,cochin,DEL → BOM → COK,10:00:00,19:15,9h 15m,1 stop,No info,8372,15,5,2,0,2,10,Morning,8372,9.032767522204432,2,0,9.0,15.0,555.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,555.0,5.0,308025.0,2775.0,25.0
indigo,2019-06-01,delhi,cochin,DEL → BOM → COK,15:00:00,01:30 02 Jun,10h 30m,1 stop,No info,6628,1,6,5,1,2,15,Afternoon,6628,8.79920924224139,5,0,10.0,30.0,630.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,630.0,6.0,396900.0,3780.0,36.0
jet airways,2019-06-09,delhi,cochin,DEL → BOM → COK,13:00:00,12:35 10 Jun,23h 35m,1 stop,In-flight meal not included,10262,9,6,6,1,2,13,Afternoon,10262,9.236300473645716,6,0,23.0,35.0,1415.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1415.0,6.0,2002225.0,8490.0,36.0
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,16:30:00,09:20 25 May,16h 50m,1 stop,No info,14178,24,5,4,0,2,16,Afternoon,14178,9.55951727573756,4,0,16.0,50.0,1010.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1010.0,5.0,1020100.0,5050.0,25.0
jet airways,2019-03-27,delhi,cochin,DEL → MAA → BOM → COK,05:10:00,18:50,13h 40m,2 stops,In-flight meal not included,8518,27,3,2,0,1,5,Morning,8518,9.05005424204284,2,0,13.0,40.0,820.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,820.0,3.0,672400.0,2460.0,9.0
jet airways,2019-06-24,delhi,cochin,DEL → NAG → BOM → COK,14:35:00,12:35 25 Jun,22h,2 stops,No info,13376,24,6,0,0,2,14,Afternoon,13376,9.501292093295586,0,0,22.0,0.0,1320.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1320.0,6.0,1742400.0,7920.0,36.0
vistara,2019-06-12,kolkata,banglore,CCU → DEL → BLR,17:00:00,10:45 13 Jun,17h 45m,1 stop,No info,8452,12,6,2,0,2,17,Evening,8452,9.042276686928927,2,0,17.0,45.0,1065.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,1065.0,6.0,1134225.0,6390.0,36.0
jet airways,2019-06-24,delhi,cochin,DEL → BOM → COK,02:15:00,12:35,10h 20m,1 stop,No info,18371,24,6,0,0,2,2,Late Night,18371,9.818583045445685,0,0,10.0,20.0,620.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,620.0,6.0,384400.0,3720.0,36.0
spicejet,2019-04-03,mumbai,hyderabad,BOM → HYD,13:15:00,14:45,1h 30m,non-stop,No check-in baggage included,1965,3,4,2,0,2,13,Afternoon,1965,7.583756300707112,2,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,4338.284841075794,5059.708751793401,90.0,4.0,8100.0,360.0,16.0
jet airways,2019-06-01,delhi,cochin,DEL → JAI → BOM → COK,19:30:00,12:35 02 Jun,17h 5m,2 stops,In-flight meal not included,10368,1,6,5,1,2,19,Evening,10368,9.246575864558276,5,0,17.0,5.0,1025.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1025.0,6.0,1050625.0,6150.0,36.0
jet airways,2019-05-06,kolkata,banglore,CCU → DEL → BLR,20:25:00,18:00 07 May,21h 35m,1 stop,No info,11467,6,5,0,0,2,20,Evening,11467,9.34731582700326,0,0,21.0,35.0,1295.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1295.0,5.0,1677025.0,6475.0,25.0
jet airways,2019-05-09,kolkata,banglore,CCU → BOM → BLR,16:30:00,04:40 10 May,12h 10m,1 stop,No info,14781,9,5,3,0,2,16,Afternoon,14781,9.601165503344832,3,0,12.0,10.0,730.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,730.0,5.0,532900.0,3650.0,25.0
air india,2019-03-06,mumbai,hyderabad,BOM → BLR → HYD,20:15:00,09:15 07 Mar,13h,1 stop,No info,9535,6,3,2,0,1,20,Evening,9535,9.16282938930513,2,0,13.0,0.0,780.0,Long,0.06524995319228609,0.06524995319228609,9612.427755568247,5059.708751793401,780.0,3.0,608400.0,2340.0,9.0
air india,2019-04-03,mumbai,hyderabad,BOM → HYD,21:05:00,22:25,1h 20m,non-stop,No info,2050,3,4,2,0,2,21,Night,2050,7.62608275807238,2,0,1.0,20.0,80.0,Short,0.06524995319228609,0.06524995319228609,9612.427755568247,5059.708751793401,80.0,4.0,6400.0,320.0,16.0
jet airways,2019-06-12,delhi,cochin,DEL → JAI → BOM → COK,19:30:00,04:25 13 Jun,8h 55m,2 stops,In-flight meal not included,10368,12,6,2,0,2,19,Evening,10368,9.246575864558276,2,0,8.0,55.0,535.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,535.0,6.0,286225.0,3210.0,36.0
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,08:25:00,22:35,14h 10m,1 stop,In-flight meal not included,10031,24,3,6,1,1,8,Morning,10031,9.213535262872702,6,0,14.0,10.0,850.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,850.0,3.0,722500.0,2550.0,9.0
spicejet,2019-04-21,kolkata,banglore,CCU → BLR,09:00:00,11:25,2h 25m,non-stop,No info,4491,21,4,6,1,2,9,Morning,4491,8.410053315858335,6,0,2.0,25.0,145.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,145.0,4.0,21025.0,580.0,16.0
jet airways,2019-05-15,banglore,delhi,BLR → DEL,17:45:00,20:45,3h,non-stop,No info,7229,15,5,2,0,2,17,Evening,7229,8.88599431515281,2,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,5.0,32400.0,900.0,25.0
spicejet,2019-03-03,banglore,new delhi,BLR → PNQ → DEL,10:20:00,18:15,7h 55m,1 stop,No info,11401,3,3,6,1,1,10,Morning,11401,9.341544057591529,6,0,7.0,55.0,475.0,Long,0.20567309492604383,0.0872495787305748,4338.284841075794,8017.464269458353,475.0,3.0,225625.0,1425.0,9.0
indigo,2019-06-27,chennai,kolkata,MAA → CCU,14:45:00,17:05,2h 20m,non-stop,No info,3597,27,6,3,0,2,14,Afternoon,3597,8.188133414510478,3,0,2.0,20.0,140.0,Medium,0.03566747800037446,0.03566747800037446,5673.68290306868,4789.892388451443,140.0,6.0,19600.0,840.0,36.0
vistara,2019-06-12,kolkata,banglore,CCU → DEL → BLR,17:00:00,09:05 13 Jun,16h 5m,1 stop,No info,7927,12,6,2,0,2,17,Evening,7927,8.978156076009824,2,0,16.0,5.0,965.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,965.0,6.0,931225.0,5790.0,36.0
spicejet,2019-05-01,kolkata,banglore,CCU → BLR,09:00:00,11:25,2h 25m,non-stop,No info,4174,1,5,2,0,2,9,Morning,4174,8.336869637284956,2,0,2.0,25.0,145.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,145.0,5.0,21025.0,725.0,25.0
air india,2019-05-01,kolkata,banglore,CCU → DEL → BLR,07:00:00,16:15,9h 15m,1 stop,No info,10203,1,5,2,0,2,7,Morning,10203,9.230535079261704,2,0,9.0,15.0,555.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,555.0,5.0,308025.0,2775.0,25.0
vistara,2019-05-09,kolkata,banglore,CCU → DEL → BLR,07:10:00,20:20,13h 10m,1 stop,No info,8610,9,5,3,0,2,7,Morning,8610,9.060795734696166,3,0,13.0,10.0,790.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,790.0,5.0,624100.0,3950.0,25.0
jet airways,2019-06-12,banglore,delhi,BLR → DEL,15:15:00,18:10,2h 55m,non-stop,In-flight meal not included,5769,12,6,2,0,2,15,Afternoon,5769,8.660427359502146,2,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,175.0,6.0,30625.0,1050.0,36.0
indigo,2019-05-01,kolkata,banglore,CCU → BLR,11:30:00,14:05,2h 35m,non-stop,No info,5644,1,5,2,0,2,11,Morning,5644,8.638525476583762,2,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,155.0,5.0,24025.0,775.0,25.0
jet airways,2019-06-03,banglore,delhi,BLR → DEL,07:10:00,10:10,3h,non-stop,In-flight meal not included,5769,3,6,0,0,2,7,Morning,5769,8.660427359502146,0,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,6.0,32400.0,1080.0,36.0
jet airways,2019-05-15,banglore,delhi,BLR → DEL,06:00:00,08:45,2h 45m,non-stop,No info,7229,15,5,2,0,2,6,Morning,7229,8.88599431515281,2,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,165.0,5.0,27225.0,825.0,25.0
indigo,2019-06-09,kolkata,banglore,CCU → MAA → BLR,06:20:00,10:20,4h,1 stop,No info,4226,9,6,6,1,2,6,Morning,4226,8.34924780056679,6,0,4.0,0.0,240.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,240.0,6.0,57600.0,1440.0,36.0
indigo,2019-03-09,banglore,new delhi,BLR → HYD → DEL,12:05:00,17:05,5h,1 stop,No info,4588,9,3,5,1,1,12,Afternoon,4588,8.431417414394833,5,0,5.0,0.0,300.0,Long,0.20567309492604383,0.0872495787305748,5673.68290306868,8017.464269458353,300.0,3.0,90000.0,900.0,9.0
jet airways,2019-05-21,mumbai,hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,non-stop,In-flight meal not included,4995,21,5,1,0,2,10,Morning,4995,8.516392871245468,1,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,90.0,5.0,8100.0,450.0,25.0
jet airways,2019-04-01,delhi,cochin,DEL → BOM → COK,17:30:00,12:35 02 Apr,19h 5m,1 stop,In-flight meal not included,5406,1,4,0,0,2,17,Evening,5406,8.595449689382004,0,0,19.0,5.0,1145.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1145.0,4.0,1311025.0,4580.0,16.0
spicejet,2019-06-24,kolkata,banglore,CCU → BLR,17:10:00,19:40,2h 30m,non-stop,No info,3873,24,6,0,0,2,17,Evening,3873,8.262042843966942,0,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,150.0,6.0,22500.0,900.0,36.0
jet airways,2019-03-06,delhi,cochin,DEL → BOM → COK,11:30:00,18:50,7h 20m,1 stop,No info,17024,6,3,2,0,1,11,Morning,17024,9.742438131017714,2,0,7.0,20.0,440.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,440.0,3.0,193600.0,1320.0,9.0
spicejet,2019-06-09,delhi,cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1 stop,No check-in baggage included,5158,9,6,6,1,2,8,Morning,5158,8.54849804124465,6,0,4.0,30.0,270.0,Medium,0.42463958060288337,0.42463958060288337,4338.284841075794,10540.113536155202,270.0,6.0,72900.0,1620.0,36.0
jet airways,2019-05-01,mumbai,hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,non-stop,No info,8040,1,5,2,0,2,10,Morning,8040,8.99230873254815,2,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,90.0,5.0,8100.0,450.0,25.0
jet airways,2019-05-18,kolkata,banglore,CCU → BOM → BLR,05:45:00,16:20,10h 35m,1 stop,In-flight meal not included,10844,18,5,5,1,2,5,Morning,10844,9.291459423260974,5,0,10.0,35.0,635.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,635.0,5.0,403225.0,3175.0,25.0
air india,2019-05-12,chennai,kolkata,MAA → CCU,11:40:00,13:55,2h 15m,non-stop,No info,4667,12,5,6,1,2,11,Morning,4667,8.448485993406447,6,0,2.0,15.0,135.0,Medium,0.03566747800037446,0.03566747800037446,9612.427755568247,4789.892388451443,135.0,5.0,18225.0,675.0,25.0
jet airways,2019-04-03,mumbai,hyderabad,BOM → HYD,19:35:00,21:05,1h 30m,non-stop,No info,5678,3,4,2,0,2,19,Evening,5678,8.644530439877432,2,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,90.0,4.0,8100.0,360.0,16.0
air india,2019-05-12,kolkata,banglore,CCU → IXR → DEL → BLR,05:50:00,20:25,14h 35m,2 stops,No info,12513,12,5,6,1,2,5,Morning,12513,9.43460329655831,6,0,14.0,35.0,875.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,875.0,5.0,765625.0,4375.0,25.0
jet airways,2019-06-27,banglore,delhi,BLR → DEL,07:10:00,10:10,3h,non-stop,No info,8016,27,6,3,0,2,7,Morning,8016,8.989319566042951,3,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,6.0,32400.0,1080.0,36.0
spicejet,2019-06-01,chennai,kolkata,MAA → CCU,17:45:00,20:05,2h 20m,non-stop,No check-in baggage included,3543,1,6,5,1,2,17,Evening,3543,8.173011311724972,5,0,2.0,20.0,140.0,Medium,0.03566747800037446,0.03566747800037446,4338.284841075794,4789.892388451443,140.0,6.0,19600.0,840.0,36.0
jet airways,2019-03-21,delhi,cochin,DEL → BOM → COK,17:30:00,04:25 22 Mar,10h 55m,1 stop,In-flight meal not included,5963,21,3,3,0,1,17,Evening,5963,8.69349667588463,3,0,10.0,55.0,655.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,655.0,3.0,429025.0,1965.0,9.0
jet airways,2019-05-18,kolkata,banglore,CCU → BOM → BLR,08:25:00,16:20,7h 55m,1 stop,No info,14781,18,5,5,1,2,8,Morning,14781,9.601165503344832,5,0,7.0,55.0,475.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,475.0,5.0,225625.0,2375.0,25.0
jet airways,2019-05-18,delhi,cochin,DEL → BOM → COK,09:00:00,12:35 19 May,27h 35m,1 stop,In-flight meal not included,12373,18,5,5,1,2,9,Morning,12373,9.423352776090931,5,0,27.0,35.0,1655.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1655.0,5.0,2739025.0,8275.0,25.0
jet airways,2019-06-01,mumbai,hyderabad,BOM → HYD,19:35:00,21:05,1h 30m,non-stop,In-flight meal not included,3210,1,6,5,1,2,19,Evening,3210,8.074337694089515,5,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,90.0,6.0,8100.0,540.0,36.0
jet airways,2019-03-15,banglore,new delhi,BLR → BOM → DEL,05:45:00,18:25,12h 40m,1 stop,In-flight meal not included,9134,15,3,4,0,1,5,Morning,9134,9.119868468812108,4,0,12.0,40.0,760.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,760.0,3.0,577600.0,2280.0,9.0
jet airways,2019-06-06,delhi,cochin,DEL → NAG → BOM → COK,14:35:00,04:25 07 Jun,13h 50m,2 stops,In-flight meal not included,10919,6,6,3,0,2,14,Afternoon,10919,9.298351249298896,3,0,13.0,50.0,830.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,830.0,6.0,688900.0,4980.0,36.0
indigo,2019-05-01,mumbai,hyderabad,BOM → HYD,09:10:00,10:40,1h 30m,non-stop,No info,4575,1,5,2,0,2,9,Morning,4575,8.428580533059634,2,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,5673.68290306868,5059.708751793401,90.0,5.0,8100.0,450.0,25.0
indigo,2019-06-15,delhi,cochin,DEL → COK,05:35:00,08:50,3h 15m,non-stop,No info,5601,15,6,5,1,2,5,Morning,5601,8.630878955820053,5,0,3.0,15.0,195.0,Medium,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,195.0,6.0,38025.0,1170.0,36.0
jet airways,2019-05-18,kolkata,banglore,CCU → DEL → BLR,17:00:00,23:35,6h 35m,1 stop,No info,14151,18,5,5,1,2,17,Evening,14151,9.55761123583962,5,0,6.0,35.0,395.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,395.0,5.0,156025.0,1975.0,25.0
air india,2019-05-06,kolkata,banglore,CCU → BBI → BOM → BLR,12:00:00,07:55 07 May,19h 55m,2 stops,No info,10151,6,5,0,0,2,12,Afternoon,10151,9.225426009394225,0,0,19.0,55.0,1195.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1195.0,5.0,1428025.0,5975.0,25.0
vistara,2019-04-18,banglore,delhi,BLR → DEL,09:45:00,12:35,2h 50m,non-stop,No info,5403,18,4,3,0,2,9,Morning,5403,8.59489469908009,3,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,7796.348643006263,8017.464269458353,170.0,4.0,28900.0,680.0,16.0
indigo,2019-05-27,delhi,cochin,DEL → BLR → COK,02:00:00,07:45,5h 45m,1 stop,No info,6147,27,5,0,0,2,2,Late Night,6147,8.723882104658486,0,0,5.0,45.0,345.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,345.0,5.0,119025.0,1725.0,25.0
indigo,2019-06-27,kolkata,banglore,CCU → BLR,14:25:00,16:55,2h 30m,non-stop,No info,4804,27,6,3,0,2,14,Afternoon,4804,8.477412321404392,3,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,150.0,6.0,22500.0,900.0,36.0
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,08:55:00,19:15,10h 20m,1 stop,No info,8371,27,3,2,0,1,8,Morning,8371,9.03264808356589,2,0,10.0,20.0,620.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,620.0,3.0,384400.0,1860.0,9.0
jet airways,2019-06-09,delhi,cochin,DEL → JAI → BOM → COK,19:30:00,04:25 10 Jun,8h 55m,2 stops,No info,13014,9,6,6,1,2,19,Evening,13014,9.473857817428666,6,0,8.0,55.0,535.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,535.0,6.0,286225.0,3210.0,36.0
air asia,2019-05-24,banglore,delhi,BLR → DEL,04:55:00,07:45,2h 50m,non-stop,No info,3383,24,5,4,0,2,4,Late Night,3383,8.126813720726114,4,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,5590.260188087775,8017.464269458353,170.0,5.0,28900.0,850.0,25.0
spicejet,2019-03-06,chennai,kolkata,MAA → CCU,17:45:00,20:05,2h 20m,non-stop,No info,7298,6,3,2,0,1,17,Evening,7298,8.895492631451633,2,0,2.0,20.0,140.0,Medium,0.03566747800037446,0.03566747800037446,4338.284841075794,4789.892388451443,140.0,3.0,19600.0,420.0,9.0
jet airways,2019-04-03,banglore,delhi,BLR → DEL,07:10:00,10:10,3h,non-stop,In-flight meal not included,4544,3,4,2,0,2,7,Morning,4544,8.421783006611578,2,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,4.0,32400.0,720.0,16.0
multiple carriers,2019-03-06,delhi,cochin,DEL → BOM → COK,08:55:00,15:30,6h 35m,1 stop,No info,15147,6,3,2,0,1,8,Morning,15147,9.625623789021686,2,0,6.0,35.0,395.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,395.0,3.0,156025.0,1185.0,9.0
multiple carriers,2019-03-09,delhi,cochin,DEL → BOM → COK,04:45:00,19:45,15h,1 stop,No info,10782,9,3,5,1,1,4,Late Night,10782,9.285726098882073,5,0,15.0,0.0,900.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,900.0,3.0,810000.0,2700.0,9.0
