Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,08:25:00,22:35,14h 10m,1 stop,No info,13759,24,3,6,1,1,8,Morning,13759,9.529521111487334
jet airways,2019-03-21,delhi,cochin,DEL → BHO → BOM → COK,05:40:00,04:25 22 Mar,22h 45m,2 stops,In-flight meal not included,9181,21,3,3,0,1,5,Morning,9181,9.125000324809168
jet airways,2019-03-03,delhi,cochin,DEL → BOM → COK,02:15:00,18:50,16h 35m,1 stop,No info,17024,3,3,6,1,1,2,Late Night,17024,9.742438131017714
indigo,2019-03-27,delhi,cochin,DEL → HYD → COK,06:40:00,12:00,5h 20m,1 stop,No info,5298,27,3,2,0,1,6,Morning,5298,8.575273402492762
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,14:05:00,22:35,8h 30m,1 stop,No info,13364,1,4,0,0,2,14,Afternoon,13364,9.50039462857302
jet airways,2019-05-12,kolkata,banglore,CCU → BOM → BLR,06:30:00,16:20,9h 50m,1 stop,In-flight meal not included,10844,12,5,6,1,2,6,Morning,10844,9.291459423260974
jet airways,2019-05-15,kolkata,banglore,CCU → BOM → BLR,20:00:00,04:40 16 May,8h 40m,1 stop,No info,13941,15,5,2,0,2,20,Evening,13941,9.542661146046344
jet airways,2019-06-12,delhi,cochin,DEL → NAG → BOM → COK,06:45:00,04:25 13 Jun,21h 40m,2 stops,In-flight meal not included,10919,12,6,2,0,2,6,Morning,10919,9.298351249298896
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,05:45:00,13:15,7h 30m,1 stop,No info,12284,18,3,0,0,1,5,Morning,12284,9.41613428495528
indigo,2019-03-21,delhi,cochin,DEL → HYD → COK,08:35:00,22:20,13h 45m,1 stop,No info,6790,21,3,3,0,1,8,Morning,6790,8.823353485113792
indigo,2019-05-18,mumbai,hyderabad,BOM → HYD,06:25:00,07:55,1h 30m,non-stop,No info,4392,18,5,5,1,2,6,Morning,4392,8.38776764397578
air india,2019-06-06,delhi,cochin,DEL → AMD → BOM → COK,05:00:00,19:15 07 Jun,38h 15m,2 stops,No info,9653,6,6,3,0,2,5,Morning,9653,9.175127616220438
spicejet,2019-06-21,mumbai,hyderabad,BOM → HYD,05:45:00,07:15,1h 30m,non-stop,No info,2753,21,6,4,0,2,5,Morning,2753,7.9208096792886
air india,2019-05-18,kolkata,banglore,CCU → HYD → BLR,19:00:00,11:05 19 May,16h 5m,1 stop,No info,6327,18,5,5,1,2,19,Evening,6327,8.75273950944749
multiple carriers,2019-03-03,delhi,cochin,DEL → HYD → COK,07:10:00,22:20,15h 10m,1 stop,In-flight meal not included,11125,3,3,6,1,1,7,Morning,11125,9.317039990635239
jet airways,2019-06-06,delhi,cochin,DEL → BOM → COK,22:50:00,19:00 07 Jun,20h 10m,1 stop,In-flight meal not included,10262,6,6,3,0,2,22,Night,10262,9.236300473645715
jet airways,2019-06-09,delhi,cochin,DEL → BOM → COK,17:30:00,04:25 10 Jun,10h 55m,1 stop,In-flight meal not included,10262,9,6,6,1,2,17,Evening,10262,9.236300473645715
air asia,2019-05-27,delhi,cochin,DEL → BLR → COK,16:45:00,22:25,5h 40m,1 stop,No info,6752,27,5,0,0,2,16,Afternoon,6752,8.817742129574842
indigo,2019-05-27,banglore,delhi,BLR → DEL,06:05:00,08:50,2h 45m,non-stop,No info,4423,27,5,0,0,2,6,Morning,4423,8.39479954320217
air asia,2019-05-21,banglore,delhi,BLR → DEL,11:10:00,13:55,2h 45m,non-stop,No info,3383,21,5,1,0,2,11,Morning,3383,8.126813720726114
air india,2019-06-15,delhi,cochin,DEL → UDR → BOM → COK,13:20:00,07:40 16 Jun,18h 20m,2 stops,No info,12121,15,6,5,1,2,13,Afternoon,12121,9.402777262511231
multiple carriers,2019-05-09,delhi,cochin,DEL → BOM → COK,11:40:00,01:30 10 May,13h 50m,1 stop,No info,9021,9,5,3,0,2,11,Morning,9021,9.107421317968342
multiple carriers,2019-06-06,delhi,cochin,DEL → BOM → COK,11:40:00,19:15,7h 35m,1 stop,No info,8266,6,6,3,0,2,11,Morning,8266,9.020026965252676
jet airways,2019-06-03,delhi,cochin,DEL → BOM → COK,19:45:00,19:00 04 Jun,23h 15m,1 stop,No info,14714,3,6,0,0,2,19,Evening,14714,9.596622660667574
air india,2019-06-27,delhi,cochin,DEL → BHO → BOM → COK,05:55:00,19:15,13h 20m,2 stops,No info,11386,27,6,3,0,2,5,Morning,11386,9.340227632810604
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,08:55:00,08:15 07 Mar,23h 20m,1 stop,No info,14815,6,3,2,0,1,8,Morning,14815,9.603462956885961
jet airways,2019-03-06,delhi,cochin,DEL → BOM → COK,09:00:00,04:25 07 Mar,19h 25m,1 stop,In-flight meal not included,13843,6,3,2,0,1,9,Morning,13843,9.535607204755236
indigo,2019-05-15,delhi,cochin,DEL → BOM → COK,07:30:00,21:00,13h 30m,1 stop,No info,7191,15,5,2,0,2,7,Morning,7191,8.880724576151456
spicejet,2019-03-03,kolkata,banglore,CCU → BLR,17:15:00,19:45,2h 30m,non-stop,No info,6251,3,3,6,1,1,17,Evening,6251,8.740656691541368
jet airways,2019-03-27,delhi,cochin,DEL → MAA → BOM → COK,05:10:00,04:25 28 Mar,23h 15m,2 stops,In-flight meal not included,9412,27,3,2,0,1,5,Morning,9412,9.14984699154722
spicejet,2019-03-15,kolkata,banglore,CCU → BLR,22:20:00,00:40 16 Mar,2h 20m,non-stop,No check-in baggage included,3815,15,3,4,0,1,22,Night,3815,8.246958032568177
air india,2019-05-15,mumbai,hyderabad,BOM → HYD,19:30:00,20:45,1h 15m,non-stop,No info,3100,15,5,2,0,2,19,Evening,3100,8.03947991910045
vistara,2019-06-21,delhi,cochin,DEL → COK,14:40:00,17:50,3h 10m,non-stop,No info,6216,21,6,4,0,2,14,Afternoon,6216,8.735042754269337
multiple carriers,2019-06-27,delhi,cochin,DEL → BOM → COK,14:00:00,01:30 28 Jun,11h 30m,1 stop,No info,13377,27,6,3,0,2,14,Afternoon,13377,9.501366845678353
indigo,2019-03-21,banglore,new delhi,BLR → HYD → DEL,07:30:00,12:20,4h 50m,1 stop,No info,5694,21,3,3,0,1,7,Morning,5694,8.647343875881283
air india,2019-05-21,kolkata,banglore,CCU → VNS → DEL → BLR,14:30:00,12:30 22 May,22h,2 stops,No info,15107,21,5,1,0,2,14,Afternoon,15107,9.622979683832348
air india,2019-03-09,delhi,cochin,DEL → BOM → COK,23:00:00,19:15 10 Mar,20h 15m,1 stop,No info,11260,9,3,5,1,1,23,Night,11260,9.329100707697025
air india,2019-05-27,delhi,cochin,DEL → BOM → COK,08:00:00,19:15,11h 15m,1 stop,No info,9929,27,5,0,0,2,8,Morning,9929,9.203315757039219
air india,2019-03-21,delhi,cochin,DEL → MAA → COK,20:40:00,09:25 22 Mar,12h 45m,1 stop,No info,5642,21,3,3,0,1,20,Evening,5642,8.63817111796914
multiple carriers,2019-05-09,delhi,cochin,DEL → BOM → COK,13:00:00,01:30 10 May,12h 30m,1 stop,No info,15078,9,5,3,0,2,13,Afternoon,15078,9.621058326365796
multiple carriers,2019-06-12,delhi,cochin,DEL → BOM → COK,14:00:00,01:30 13 Jun,11h 30m,1 stop,No info,13377,12,6,2,0,2,14,Afternoon,13377,9.501366845678353
air india,2019-05-15,kolkata,banglore,CCU → DEL → COK → BLR,20:30:00,13:45 16 May,17h 15m,2 stops,No info,16057,15,5,2,0,2,20,Evening,16057,9.68396244674463
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,05:45:00,10:45,5h,1 stop,No info,12284,18,3,0,0,1,5,Morning,12284,9.41613428495528
jet airways,2019-03-18,mumbai,hyderabad,BOM → HYD,19:35:00,21:05,1h 30m,non-stop,No info,5678,18,3,0,0,1,19,Evening,5678,8.644530439877432
multiple carriers,2019-03-03,delhi,cochin,DEL → BOM → COK,18:00:00,01:35 04 Mar,7h 35m,1 stop,No info,17703,3,3,6,1,1,18,Evening,17703,9.781545881730885
indigo,2019-06-03,banglore,delhi,BLR → DEL,07:10:00,10:05,2h 55m,non-stop,No info,4823,3,6,0,0,2,7,Morning,4823,8.481358738407021
air india,2019-04-01,kolkata,banglore,CCU → IXR → BBI → BLR,05:50:00,13:15,7h 25m,2 stops,No info,5562,1,4,0,0,2,5,Morning,5562,8.623892810075294
indigo,2019-03-06,delhi,cochin,DEL → BBI → COK,02:35:00,08:30,5h 55m,1 stop,No info,13790,6,3,2,0,1,2,Late Night,13790,9.531771484474337
jet airways,2019-05-01,kolkata,banglore,CCU → BOM → BLR,16:30:00,08:15 02 May,15h 45m,1 stop,In-flight meal not included,8586,1,5,2,0,2,16,Afternoon,8586,9.058004710672485
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,07:30:00,19:00,11h 30m,1 stop,No info,11264,27,5,0,0,2,7,Morning,11264,9.329455852866344
jet airways,2019-05-12,kolkata,banglore,CCU → BOM → BLR,18:55:00,04:40 13 May,9h 45m,1 stop,In-flight meal not included,9663,12,5,6,1,2,18,Evening,9663,9.176162920174596
indigo,2019-06-06,delhi,cochin,DEL → BOM → COK,08:30:00,21:00,12h 30m,1 stop,No info,6416,6,6,3,0,2,8,Morning,6416,8.766705997750515
indigo,2019-03-09,delhi,cochin,DEL → BOM → COK,16:00:00,21:00,5h,1 stop,No info,7725,9,3,5,1,1,16,Afternoon,7725,8.952346543226227
jet airways,2019-06-01,delhi,cochin,DEL → NAG → BOM → COK,14:35:00,12:35 02 Jun,22h,2 stops,No info,13376,1,6,5,1,2,14,Afternoon,13376,9.501292093295586
jet airways,2019-03-24,kolkata,banglore,CCU → BOM → BLR,13:55:00,12:00 25 Mar,22h 5m,1 stop,No info,14231,24,3,6,1,1,13,Afternoon,14231,9.563248229345671
jet airways,2019-03-03,delhi,cochin,DEL → BOM → COK,11:30:00,04:25 04 Mar,16h 55m,1 stop,No info,19828,3,3,6,1,1,11,Morning,19828,9.894900791598806
jet airways,2019-03-27,mumbai,hyderabad,BOM → HYD,07:10:00,08:35,1h 25m,non-stop,No info,8040,27,3,2,0,1,7,Morning,8040,8.99230873254815
air india,2019-03-01,banglore,new delhi,BLR → DEL,17:00:00,19:45,2h 45m,non-stop,No info,25913,1,3,4,0,1,17,Evening,23017,10.162538642188757
jet airways,2019-05-21,delhi,cochin,DEL → BOM → COK,09:00:00,19:00,10h,1 stop,No info,16079,21,5,1,0,2,9,Morning,16079,9.685331542732957
air india,2019-03-03,mumbai,hyderabad,BOM → HYD,21:05:00,22:25,1h 20m,non-stop,No info,4937,3,3,6,1,1,21,Night,4937,8.504715669905124
air india,2019-06-27,delhi,cochin,DEL → HYD → BOM → COK,17:15:00,07:40 28 Jun,14h 25m,2 stops,No info,13039,27,6,3,0,2,17,Evening,13039,9.475776835480644
jet airways,2019-05-01,kolkata,banglore,CCU → DEL → BLR,20:25:00,14:25 02 May,18h,1 stop,In-flight meal not included,9314,1,5,2,0,2,20,Evening,9314,9.13938128303569
spicejet,2019-06-27,delhi,cochin,DEL → BLR → COK,17:55:00,22:50,4h 55m,1 stop,No info,4957,27,6,3,0,2,17,Evening,4957,8.508757712595136
multiple carriers,2019-03-03,delhi,cochin,DEL → BOM → COK,04:00:00,11:30,7h 30m,1 stop,No info,14973,3,3,6,1,1,4,Late Night,14973,9.614070642790631
jet airways,2019-06-09,kolkata,banglore,CCU → BOM → BLR,08:25:00,16:20,7h 55m,1 stop,No info,14571,9,6,6,1,2,8,Morning,14571,9.586857158128455
indigo,2019-05-06,kolkata,banglore,CCU → BLR,14:25:00,16:55,2h 30m,non-stop,No info,5224,6,5,0,0,2,14,Afternoon,5224,8.561210076833012
multiple carriers,2019-06-24,delhi,cochin,DEL → BOM → COK,09:15:00,19:00,9h 45m,1 stop,No info,11622,24,6,0,0,2,9,Morning,11622,9.360741172643708
goair,2019-05-27,banglore,delhi,BLR → DEL,20:55:00,23:40,2h 45m,non-stop,No info,3419,27,5,0,0,2,20,Evening,3419,8.13739583005665
jet airways,2019-06-01,delhi,cochin,DEL → BHO → BOM → COK,05:30:00,12:35,7h 5m,2 stops,In-flight meal not included,13344,1,6,5,1,2,5,Morning,13344,9.498897061838624
indigo,2019-06-06,delhi,cochin,DEL → BOM → COK,16:00:00,01:30 07 Jun,9h 30m,1 stop,No info,6316,6,6,3,0,2,16,Afternoon,6316,8.7509996908987
indigo,2019-06-21,mumbai,hyderabad,BOM → HYD,16:55:00,18:25,1h 30m,non-stop,No info,4392,21,6,4,0,2,16,Afternoon,4392,8.38776764397578
jet airways,2019-05-18,delhi,cochin,DEL → AMD → BOM → COK,13:25:00,04:25 19 May,15h,2 stops,No info,16704,18,5,5,1,2,13,Afternoon,16704,9.723463354790857
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,18:55:00,12:00 13 Jun,17h 5m,1 stop,In-flight meal not included,8529,12,6,2,0,2,18,Evening,8529,9.051344640485725
jet airways,2019-06-12,delhi,cochin,DEL → ATQ → BOM → COK,12:15:00,12:35 13 Jun,24h 20m,2 stops,No info,14300,12,6,2,0,2,12,Afternoon,14300,9.568084743872936
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,13:00:00,01:30 28 May,12h 30m,1 stop,No info,7198,27,5,0,0,2,13,Afternoon,7198,8.881697406469304
jet airways,2019-06-12,delhi,cochin,DEL → ATQ → BOM → COK,18:20:00,19:00 13 Jun,24h 40m,2 stops,No info,14300,12,6,2,0,2,18,Evening,14300,9.568084743872936
jet airways,2019-04-03,banglore,delhi,BLR → DEL,18:55:00,22:00,3h 5m,non-stop,No info,7229,3,4,2,0,2,18,Evening,7229,8.88599431515281
spicejet,2019-06-09,kolkata,banglore,CCU → BLR,09:00:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,9,6,6,1,2,9,Morning,3841,8.253748343328501
jet airways,2019-05-01,banglore,delhi,BLR → DEL,06:00:00,08:45,2h 45m,non-stop,In-flight meal not included,4030,1,5,2,0,2,6,Morning,4030,8.301769763117166
jet airways,2019-05-21,delhi,cochin,DEL → BOM → COK,20:55:00,04:25 22 May,7h 30m,1 stop,No info,16079,21,5,1,0,2,20,Evening,16079,9.685331542732957
indigo,2019-05-27,mumbai,hyderabad,BOM → HYD,12:00:00,13:30,1h 30m,non-stop,No info,2754,27,5,0,0,2,12,Afternoon,2754,7.9211727215870145
indigo,2019-06-03,delhi,cochin,DEL → BLR → COK,05:10:00,10:05,4h 55m,1 stop,No info,6842,3,6,0,0,2,5,Morning,6842,8.830981510952498
vistara,2019-03-24,banglore,new delhi,BLR → DEL,09:50:00,12:35,2h 45m,non-stop,No info,6138,24,3,6,1,1,9,Morning,6138,8.722417141427496
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,20:00:00,04:40 13 Jun,8h 40m,1 stop,No info,12576,12,6,2,0,2,20,Evening,12576,9.439625028047155
jet airways,2019-05-12,kolkata,banglore,CCU → DEL → BLR,09:35:00,14:25 13 May,28h 50m,1 stop,No info,13067,12,5,6,1,2,9,Morning,13067,9.477921772720961
jet airways,2019-05-06,kolkata,banglore,CCU → GAU → BLR,10:20:00,17:35,7h 15m,1 stop,No info,9358,6,5,0,0,2,10,Morning,9358,9.144093726157257
jet airways,2019-05-09,kolkata,banglore,CCU → BOM → BLR,08:25:00,04:40 10 May,20h 15m,1 stop,In-flight meal not included,8586,9,5,3,0,2,8,Morning,8586,9.058004710672485
air india,2019-04-06,banglore,delhi,BLR → DEL,13:20:00,16:10,2h 50m,non-stop,No info,5176,6,4,5,1,2,13,Afternoon,5176,8.551981016901902
air india,2019-06-15,delhi,cochin,DEL → MAA → COK,20:40:00,09:25 16 Jun,12h 45m,1 stop,No info,7480,15,6,5,1,2,20,Evening,7480,8.920121751872404
air india,2019-06-06,kolkata,banglore,CCU → IXR → DEL → BLR,05:50:00,12:30 07 Jun,30h 40m,2 stops,No info,12723,6,6,3,0,2,5,Morning,12723,9.451245252869034
air india,2019-04-01,kolkata,banglore,CCU → BBI → BLR,09:10:00,13:15,4h 5m,1 stop,No info,5793,1,4,0,0,2,9,Morning,5793,8.664578178329295
multiple carriers,2019-06-12,delhi,cochin,DEL → BOM → COK,09:00:00,19:15,10h 15m,1 stop,No info,14848,12,6,2,0,2,9,Morning,14848,9.605687801896062
air india,2019-05-15,delhi,cochin,DEL → AMD → BOM → COK,05:00:00,19:15 16 May,38h 15m,2 stops,No info,10493,15,5,2,0,2,5,Morning,10493,9.258558944246657
jet airways,2019-05-09,kolkata,banglore,CCU → DEL → BLR,20:25:00,18:00 10 May,21h 35m,1 stop,No info,11467,9,5,3,0,2,20,Evening,11467,9.34731582700326
air india,2019-05-27,delhi,cochin,DEL → BOM → COK,03:50:00,19:15,15h 25m,1 stop,No info,9719,27,5,0,0,2,3,Late Night,9719,9.181940897454485
spicejet,2019-04-15,kolkata,banglore,CCU → BLR,22:20:00,00:40 16 Apr,2h 20m,non-stop,No info,3873,15,4,0,0,2,22,Night,3873,8.262042843966942
indigo,2019-03-21,delhi,cochin,DEL → MAA → COK,02:05:00,07:25,5h 20m,1 stop,No info,4862,21,3,3,0,1,2,Late Night,4862,8.489410810403786
spicejet,2019-04-03,banglore,delhi,BLR → DEL,09:30:00,12:20,2h 50m,non-stop,No info,3971,3,4,2,0,2,9,Morning,3971,8.287025025165063
jet airways,2019-03-21,banglore,new delhi,BLR → BOM → DEL,11:40:00,10:25 19 Mar,22h 45m,1 stop,In-flight meal not included,7832,21,3,3,0,1,11,Morning,7832,8.96610085736724
spicejet,2019-05-21,banglore,delhi,BLR → DEL,09:30:00,12:20,2h 50m,non-stop,No info,3625,21,5,1,0,2,9,Morning,3625,8.195885391314796
vistara,2019-05-01,kolkata,banglore,CCU → DEL → BLR,17:00:00,18:50 02 May,25h 50m,1 stop,No info,8610,1,5,2,0,2,17,Evening,8610,9.060795734696166
multiple carriers,2019-03-21,delhi,cochin,DEL → BOM → COK,09:00:00,15:30,6h 30m,1 stop,No info,14486,21,3,3,0,1,9,Morning,14486,9.581006974541651
spicejet,2019-05-09,kolkata,banglore,CCU → BLR,09:00:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,9,5,3,0,2,9,Morning,3841,8.253748343328501
jet airways,2019-05-09,kolkata,banglore,CCU → BOM → BLR,14:05:00,04:40 10 May,14h 35m,1 stop,No info,13941,9,5,3,0,2,14,Afternoon,13941,9.542661146046344
indigo,2019-05-12,banglore,delhi,BLR → DEL,18:55:00,21:50,2h 55m,non-stop,No info,4823,12,5,6,1,2,18,Evening,4823,8.481358738407021
air india,2019-05-01,kolkata,banglore,CCU → BBI → BOM → BLR,09:10:00,21:50,12h 40m,2 stops,No info,12009,1,5,2,0,2,9,Morning,12009,9.39349491507403
spicejet,2019-06-21,chennai,kolkata,MAA → CCU,08:20:00,10:35,2h 15m,non-stop,No info,3597,21,6,4,0,2,8,Morning,3597,8.188133414510478
multiple carriers,2019-03-03,delhi,cochin,DEL → BOM → COK,16:00:00,01:35 04 Mar,9h 35m,1 stop,No info,21226,3,3,6,1,1,16,Afternoon,21226,9.963029235244443
jet airways,2019-06-09,delhi,cochin,DEL → BOM → COK,19:15:00,12:35 10 Jun,17h 20m,1 stop,In-flight meal not included,10577,9,6,6,1,2,19,Evening,10577,9.266531651625925
air asia,2019-05-12,kolkata,banglore,CCU → DEL → BLR,07:35:00,19:25,11h 50m,1 stop,No info,5320,12,5,6,1,2,7,Morning,5320,8.579416534596369
indigo,2019-03-21,banglore,new delhi,BLR → DEL,07:10:00,10:05,2h 55m,non-stop,No info,6860,21,3,3,0,1,7,Morning,6860,8.833608482690892
spicejet,2019-03-21,mumbai,hyderabad,BOM → HYD,22:45:00,00:10 22 Mar,1h 25m,non-stop,No info,1759,21,3,3,0,1,22,Night,1759,7.473069088032197
jet airways,2019-03-27,delhi,cochin,DEL → BOM → COK,11:30:00,04:25 28 Mar,16h 55m,1 stop,No info,12242,27,3,2,0,1,11,Morning,12242,9.412709624073916
spicejet,2019-06-03,kolkata,banglore,CCU → BLR,22:20:00,00:40 04 Jun,2h 20m,non-stop,No check-in baggage included,3841,3,6,0,0,2,22,Night,3841,8.253748343328501
jet airways,2019-05-27,banglore,delhi,BLR → DEL,15:15:00,18:10,2h 55m,non-stop,In-flight meal not included,3502,27,5,0,0,2,15,Afternoon,3502,8.161375023197486
jet airways,2019-05-09,kolkata,banglore,CCU → BOM → BLR,14:05:00,23:35,9h 30m,1 stop,In-flight meal not included,10844,9,5,3,0,2,14,Afternoon,10844,9.291459423260974
indigo,2019-04-09,kolkata,banglore,CCU → BLR,21:25:00,00:05 10 Apr,2h 40m,non-stop,No info,4174,9,4,1,0,2,21,Night,4174,8.336869637284956
jet airways,2019-06-09,kolkata,banglore,CCU → GAU → BLR,10:20:00,17:35,7h 15m,1 stop,In-flight meal not included,5608,9,6,6,1,2,10,Morning,5608,8.632127729508337
indigo,2019-05-24,kolkata,banglore,CCU → PAT → BLR,09:20:00,14:15,4h 55m,1 stop,No info,9376,24,5,4,0,2,9,Morning,9376,9.146015161419625
jet airways,2019-05-06,kolkata,banglore,CCU → BOM → BLR,21:10:00,16:20 07 May,19h 10m,1 stop,No info,13584,6,5,0,0,2,21,Night,13584,9.516721521860449
multiple carriers,2019-06-24,delhi,cochin,DEL → BOM → COK,08:30:00,19:15,10h 45m,1 stop,No info,7354,24,6,0,0,2,8,Morning,7354,8.903135633035538
jet airways,2019-05-12,kolkata,banglore,CCU → BOM → BLR,20:00:00,18:15 13 May,22h 15m,1 stop,In-flight meal not included,10844,12,5,6,1,2,20,Evening,10844,9.291459423260974
jet airways,2019-05-12,kolkata,banglore,CCU → BOM → BLR,18:55:00,08:15 13 May,13h 20m,1 stop,No info,14388,12,5,6,1,2,18,Evening,14388,9.574219304763417
jet airways,2019-05-18,kolkata,banglore,CCU → BOM → BLR,05:45:00,16:20,10h 35m,1 stop,No info,14781,18,5,5,1,2,5,Morning,14781,9.601165503344832
air india,2019-05-27,delhi,cochin,DEL → JAI → BOM → COK,12:00:00,19:15,7h 15m,2 stops,No info,9653,27,5,0,0,2,12,Afternoon,9653,9.175127616220438
jet airways,2019-06-09,delhi,cochin,DEL → BOM → COK,10:00:00,04:25 10 Jun,18h 25m,1 stop,In-flight meal not included,10262,9,6,6,1,2,10,Morning,10262,9.236300473645715
indigo,2019-06-06,delhi,cochin,DEL → HYD → COK,06:50:00,22:30,15h 40m,1 stop,No info,6674,6,6,3,0,2,6,Morning,6674,8.80612448326845
indigo,2019-03-03,delhi,cochin,DEL → HYD → COK,08:35:00,16:10,7h 35m,1 stop,No info,7663,3,3,6,1,1,8,Morning,7663,8.944289319650697
spicejet,2019-04-18,banglore,delhi,BLR → DEL,05:55:00,08:35,2h 40m,non-stop,No check-in baggage included,4319,18,4,3,0,2,5,Morning,4319,8.371010681238156
jet airways,2019-05-18,delhi,cochin,DEL → BOM → COK,02:15:00,19:00,16h 45m,1 stop,In-flight meal not included,12373,18,5,5,1,2,2,Late Night,12373,9.423352776090933
jet airways,2019-04-09,delhi,cochin,DEL → BOM → COK,22:50:00,04:25 10 Apr,5h 35m,1 stop,No info,12242,9,4,1,0,2,22,Night,12242,9.412709624073916
jet airways,2019-05-27,delhi,cochin,DEL → BOM → COK,08:00:00,19:00,11h,1 stop,No info,16289,27,5,0,0,2,8,Morning,16289,9.69830670159609
goair,2019-06-03,banglore,delhi,BLR → DEL,20:55:00,23:40,2h 45m,non-stop,No info,3419,3,6,0,0,2,20,Evening,3419,8.13739583005665
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,08:25:00,16:20,7h 55m,1 stop,In-flight meal not included,7851,1,4,0,0,2,8,Morning,7851,8.968523555396352
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,05:45:00,15:15,9h 30m,1 stop,No info,12284,18,3,0,0,1,5,Morning,12284,9.41613428495528
indigo,2019-06-15,delhi,cochin,DEL → BLR → COK,02:00:00,07:45,5h 45m,1 stop,No info,6386,15,6,5,1,2,2,Late Night,6386,8.76201995356159
jet airways,2019-06-27,delhi,cochin,DEL → AMD → BOM → COK,23:05:00,04:25 29 Jun,29h 20m,2 stops,No info,15339,27,6,3,0,2,23,Night,15339,9.638219074921247
spicejet,2019-05-12,mumbai,hyderabad,BOM → HYD,22:45:00,00:15 13 May,1h 30m,non-stop,No info,2017,12,5,6,1,2,22,Night,2017,7.609862200913554
jet airways,2019-05-18,delhi,cochin,DEL → BHO → BOM → COK,05:30:00,12:35,7h 5m,2 stops,No info,16274,18,5,5,1,2,5,Morning,16274,9.69738546707677
indigo,2019-03-21,delhi,cochin,DEL → TRV → COK,21:05:00,01:45 22 Mar,4h 40m,1 stop,No info,5947,21,3,3,0,1,21,Night,5947,8.690810307580046
jet airways,2019-03-21,mumbai,hyderabad,BOM → HYD,07:10:00,08:35,1h 25m,non-stop,No info,8040,21,3,3,0,1,7,Morning,8040,8.99230873254815
jet airways,2019-06-12,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,12:35 13 Jun,26h 55m,2 stops,In-flight meal not included,10368,12,6,2,0,2,9,Morning,10368,9.246575864558277
air india,2019-05-18,delhi,cochin,DEL → BLR → COK,20:30:00,23:00 19 May,26h 30m,1 stop,No info,8907,18,5,5,1,2,20,Evening,8907,9.094705028377259
indigo,2019-06-06,mumbai,hyderabad,BOM → HYD,06:25:00,07:55,1h 30m,non-stop,No info,4049,6,6,3,0,2,6,Morning,4049,8.306472160100585
air india,2019-03-03,banglore,new delhi,BLR → DEL,10:00:00,12:45,2h 45m,non-stop,No info,8588,3,3,6,1,1,10,Morning,8588,9.058237593766226
jet airways,2019-05-27,banglore,delhi,BLR → DEL,19:50:00,22:50,3h,non-stop,No info,7229,27,5,0,0,2,19,Evening,7229,8.88599431515281
indigo,2019-05-06,banglore,delhi,BLR → DEL,21:15:00,00:15 07 May,3h,non-stop,No info,3943,6,5,0,0,2,21,Night,3943,8.279950715722526
air asia,2019-05-03,banglore,delhi,BLR → DEL,23:55:00,02:45 04 May,2h 50m,non-stop,No info,4483,3,5,4,0,2,23,Night,4483,8.40827078419205
air india,2019-05-21,kolkata,banglore,CCU → BBI → BOM → BLR,12:00:00,18:30 22 May,30h 30m,2 stops,No info,10151,21,5,1,0,2,12,Afternoon,10151,9.225426009394223
indigo,2019-06-18,banglore,delhi,BLR → DEL,22:10:00,01:00 19 Jun,2h 50m,non-stop,No info,3419,18,6,1,0,2,22,Night,3419,8.13739583005665
air india,2019-05-18,delhi,cochin,DEL → GOI → BOM → COK,10:55:00,07:40 19 May,20h 45m,2 stops,No info,13486,18,5,5,1,2,10,Morning,13486,9.509481537516857
vistara,2019-06-09,kolkata,banglore,CCU → DEL → BLR,20:20:00,18:50 10 Jun,22h 30m,1 stop,No info,8610,9,6,6,1,2,20,Evening,8610,9.060795734696166
goair,2019-06-15,banglore,delhi,BLR → DEL,11:40:00,14:30,2h 50m,non-stop,No info,3898,15,6,5,1,2,11,Morning,3898,8.268475388982598
air india,2019-03-24,kolkata,banglore,CCU → BBI → BOM → BLR,09:10:00,11:10 25 Mar,26h,2 stops,No info,15187,24,3,6,1,1,9,Morning,15187,9.628260921351693
indigo,2019-03-01,delhi,cochin,DEL → HYD → MAA → COK,04:55:00,21:20,16h 25m,2 stops,No info,10278,1,3,4,0,1,4,Late Night,10278,9.237858258012922
indigo,2019-04-15,delhi,cochin,DEL → HYD → COK,06:50:00,16:10,9h 20m,1 stop,No info,6442,15,4,0,0,2,6,Morning,6442,8.770749549138642
